target,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,inferred
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-?)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-?)Gal(b1-?)GlcNAc(b1-?)[Gal(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Gc(a2-?)Gal(b1-?)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(?1-?)Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-8)Neu5Ac(a2-?)Gal(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Gc(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)[Gal(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(?1-?)Gal(?1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)[GlcNAc(b1-6)]GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)[Gal(b1-4)]GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
GlcNAc(b1-3)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Gc(a2-6)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-3)[Gal(b1-4)]GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
GlcNAc(b1-6)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
GalNAc(?1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Gc(a2-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-3)[Gal(b1-4)]Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Fuc(a1-2)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(a1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-6)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-?)Gal(b1-?)[GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(?1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-3)Gal(b1-6)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-3)Gal(b1-6)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-6)Gal(b1-4)GlcNAc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-?)Gal(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(?1-?)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-?)Gal(?1-?)Gal(b1-3)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(?1-?)Gal(b1-3)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-6)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-3)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-3)GlcNAc(b1-6)[Neu5Ac(a2-?)Gal(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-?)Gal(b1-3)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-3)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-?)Gal(b1-3)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-3)GlcNAc(b1-6)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-?)[Gal(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-?)Gal(b1-?)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-?)[Gal(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Gc(a2-?)Gal(b1-3)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-?)Gal(b1-4)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-?)Gal(b1-4)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-?)[GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-?)[GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-?)Gal(b1-?)[GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)GlcNAc(b1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-?)Gal(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
GlcNAc(b1-?)Gal(b1-?)[Neu5Ac(a2-?)GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-?)[Neu5Ac(a2-?)GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-?)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-?)[GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-?)Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Gal(a1-3)Gal(b1-4)GlcNAc(b1-?)[GlcNAc(b1-?)]Gal(b1-4)Glc-ol,Sus_scrofa,Sus,Suidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,1
Fuc(a1-2)Gal(b1-4)Glc-ol,Sylvilagus_floridanus,Sylvilagus,Leporidae,Lagomorpha,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)Glc-ol,Sylvilagus_floridanus,Sylvilagus,Leporidae,Lagomorpha,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Neu5Ac(a2-6)Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
Gal(b1-4)GlcNAc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,1
Gal(b1-4)Glc-ol,Symphalangus_syndactylus,Symphalangus,Hylobatidae,Primates,Mammalia,Chordata,Animalia,Eukarya,0
